nom,leonoreid,datenaissance,ville,coordinatelieuN,datedeces,villedc,coordinatelieudc
Camille Bazille,LH/151/9,1854-05-01T00:00:00Z,Poitiers,Point(0.335277777 46.581111111),1900-02-01T00:00:00Z,Paris,Point(2.351388888 48.856944444)
Joseph Bellencontre,LH/170/59,1785-11-23T00:00:00Z,Falaise,Point(-0.1975 48.897222222),1849-03-26T00:00:00Z,Paris,Point(2.351388888 48.856944444)
Alcide Blanchard,LH/251/77,1852-01-10T00:00:00Z,Saint-Germain,Point(0.873888888 46.563611111),1912-06-06T00:00:00Z,Paris,Point(2.351388888 48.856944444)
Benjamin Bories,LH/297/45,1852-02-15T00:00:00Z,Saint-Antonin-Noble-Val,Point(1.755 44.151944444),1912-09-28T00:00:00Z,Paris,Point(2.351388888 48.856944444)
Alexis Brunel,LH/382/15,1793-10-15T00:00:00Z,Brest,Point(-4.486944444 48.39),1849-04-08T00:00:00Z,Paris,Point(2.351388888 48.856944444)
Pierre Oscar Maximilien de Brigode-Kemlandt,LH/365/62,1814-08-13T00:00:00Z,Lille,Point(3.0575 50.631944444),1874-05-17T00:00:00Z,Paris,Point(2.351388888 48.856944444)
Charles-Philippe Place,LH/2175/6,1814-02-14T00:00:00Z,Paris,Point(2.351388888 48.856944444),1893-03-05T00:00:00Z,Rennes,Point(-1.680833333 48.114166666)
Pierre Hippolyte Raynaud,LH/2275/65,1795-04-17T00:00:00Z,Chareil-Cintrat,Point(3.220555555 46.266944444),1876-07-15T00:00:00Z,Cressanges,Point(3.160833333 46.445833333)
Gilbert Sardier,19800035/1364/57724,1897-05-05T00:00:00Z,Riom,Point(3.1125 45.893611111),1976-10-07T00:00:00Z,Clermont-Ferrand,Point(3.086944444 45.779722222)
Georges Calmès,LH/410/73,1853-07-31T00:00:00Z,Orthez,Point(-0.770833333 43.488055555),1932-07-11T00:00:00Z,Paris,Point(2.351388888 48.856944444)
Jules Chamvoux,LH/478/76,1878-09-04T00:00:00Z,Minorville,Point(5.890833333 48.816666666),1934-12-14T00:00:00Z,Paris,Point(2.351388888 48.856944444)
Louis-Antoine-François de Marchangy,LH/1730/53,1782-08-29T00:00:00Z,Saint-Saulge,Point(3.512777777 47.104722222),1826-02-02T00:00:00Z,Paris,Point(2.351388888 48.856944444)
Pierre Louis du Cambout de Coislin,LH/413/41,1769-02-12T00:00:00Z,château de Carheil,Point(-1.93235 47.5099),1837-07-09T00:00:00Z,château de Carheil,Point(-1.93235 47.5099)
Piter Deurbroucq,LH/763/37,1756-05-01T00:00:00Z,Nantes,Point(-1.553888888 47.217222222),1831-06-20T00:00:00Z,château de Jarzé,Point(-0.237386 47.5545)
Richard-Auguste Hennessy,LH/1282/50,1800-12-26T00:00:00Z,Cognac,Point(-0.329166666 45.695833333),1879-09-02T00:00:00Z,château de Bagnolet,Point(-0.32 45.7133)
Joseph du Dresnay,LH/802/60,1791-04-21T00:00:00Z,Carantec,Point(-3.913611111 48.667777777),1847-12-20T00:00:00Z,Plouigneau,Point(-3.701388888 48.5675)
Louis Michel Antoine Sahuc,LH/2433/36,1755-01-07T00:00:00Z,Mello,Point(2.365555555 49.272222222),1813-10-24T00:00:00Z,Francfort-sur-le-Main,Point(8.679722222 50.113611111)
Gervais de La Rue,LH/703/65,1751-09-07T00:00:00Z,Caen,Point(-0.370555555 49.182222222),1835-09-24T00:00:00Z,Caen,Point(-0.370555555 49.182222222)
Gilbert Alexandre Carrelet,LH/434/59,1789-09-14T00:00:00Z,Saint-Pourçain-sur-Sioule,Point(3.289444444 46.3075),1874-05-22T00:00:00Z,Ahuy,Point(5.022222222 47.368888888)
Guillaume de Félice,LH/952/53,1803-03-12T00:00:00Z,Otterberg,Point(7.771111111 49.504444444),1871-10-23T00:00:00Z,Lausanne,Point(6.633333333 46.533333333)
Guillaume Dauture,LH/670/22,1770-06-28T00:00:00Z,Pontacq,Point(-0.114444444 43.185555555),1820-04-12T00:00:00Z,Pau,Point(-0.37 43.300833333)
François-Louis Schmied,19800035/1319/52761,1873-11-08T00:00:00Z,Genève,Point(6.15 46.2),1941-01-19T00:00:00Z,Tahannaout,Point(-7.95083 31.3514)
Gilbert Duprez,LH/860/61,1806-12-06T00:00:00Z,Paris,Point(2.351388888 48.856944444),1896-09-23T00:00:00Z,Poissy,Point(2.044722222 48.928888888)
Grégoire Benoist de Lostende,LH/1661/55,1786-07-08T00:00:00Z,Isle,Point(1.226388888 45.804166666),1849-04-12T00:00:00Z,Mâcon,Point(4.831944444 46.306666666)
Guillaume-Benoît Houdet,LH/2787/36,1744-02-06T00:00:00Z,Meaux,Point(2.887777777 48.959444444),1812-03-15T00:00:00Z,Château-Thierry,Point(3.403055555 49.046388888)
Pierre Montet,19800035/699/79883,1885-06-27T00:00:00Z,Villefranche-sur-Saône,Point(4.719722222 45.989444444),1966-06-19T00:00:00Z,Paris,Point(2.351388888 48.856944444)
Marcel Gromaire,19800035/1114/27554,1892-07-24T00:00:00Z,France,Point(2.0 47.0),1971-04-11T00:00:00Z,Paris,Point(2.351388888 48.856944444)
Théodore Ballu,LH/100/4,1817-06-08T00:00:00Z,Paris,Point(2.351388888 48.856944444),1885-05-22T00:00:00Z,Paris,Point(2.351388888 48.856944444)
Arnaud Denjoy,19800035/1221/40963,1884-01-05T00:00:00Z,Auch,Point(0.588611111 43.645277777),1974-01-21T00:00:00Z,Paris,Point(2.351388888 48.856944444)
Ennius Quirinus Visconti,LH/2732/20,1751-11-01T00:00:00Z,Rome,Point(12.482777777 41.893055555),1818-02-07T00:00:00Z,Paris,Point(2.351388888 48.856944444)
Edgar Demange,LH/723/73,1841-04-22T00:00:00Z,Versailles,Point(2.134166666 48.804722222),1925-02-11T00:00:00Z,Paris,Point(2.351388888 48.856944444)
Edgar Ney,LH/1984/25,1812-03-12T00:00:00Z,Paris,Point(2.351388888 48.856944444),1882-10-13T00:00:00Z,Paris,Point(2.351388888 48.856944444)
Edgard Boutaric,LH/338/18,1829-09-09T00:00:00Z,Châteaudun,Point(1.337777777 48.070833333),1877-12-17T00:00:00Z,Paris,Point(2.351388888 48.856944444)
Edgard Hérouard,19800035/203/26547,1858-03-18T00:00:00Z,Saint-Quentin,Point(3.285555555 49.847777777),1932-03-22T00:00:00Z,Paris,Point(2.351388888 48.856944444)
Edme Louis Barthélemy Bailly de Juilly,LH/94/3,1760-10-16T00:00:00Z,Saint-Phal,Point(3.997222222 48.121666666),1819-07-26T00:00:00Z,Paris,Point(2.351388888 48.856944444)
Edme Étienne Borne Desfourneaux,LH/747/73,1767-04-22T00:00:00Z,Vézelay,Point(3.745833333 47.465833333),1849-02-22T00:00:00Z,Paris,Point(2.351388888 48.856944444)
Edme Régnier,LH/2286/24,1751-07-15T00:00:00Z,Semur-en-Auxois,Point(4.332777777 47.490833333),1825-06-10T00:00:00Z,Paris,Point(2.351388888 48.856944444)
Edmond Bogros,LH/267/31,1820-11-19T00:00:00Z,Château-Chinon (Ville),Point(3.932222222 47.064444444),1888-03-25T00:00:00Z,Paris,Point(2.351388888 48.856944444)
Edmond Buat,LH/387/14,1868-09-17T00:00:00Z,Châlons-en-Champagne,Point(4.364444444 48.956666666),1923-12-30T00:00:00Z,Paris,Point(2.351388888 48.856944444)
Edmond Ceria,19800035/160/20501,1884-01-26T00:00:00Z,Évian-les-Bains,Point(6.59 46.400555555),1955-07-24T00:00:00Z,Paris,Point(2.351388888 48.856944444)
Edmond Ceria,19800035/160/20501,1884-01-26T00:00:00Z,Évian-les-Bains,Point(6.59 46.400555555),1955-10-22T00:00:00Z,Paris,Point(2.351388888 48.856944444)
Edmond Colmet de Santerre,LH/571/79,1821-01-26T00:00:00Z,Paris,Point(2.351388888 48.856944444),1903-12-28T00:00:00Z,Paris,Point(2.351388888 48.856944444)
Edmond Desca,19800035/245/32584,1855-11-16T00:00:00Z,Vic-en-Bigorre,Point(0.053055555 43.385555555),1918-06-22T00:00:00Z,Paris,Point(2.351388888 48.856944444)
Edmond Fuchs,LH/1044/42,1837-04-01T00:00:00Z,Strasbourg,Point(7.752222222 48.573333333),1889-09-07T00:00:00Z,Paris,Point(2.351388888 48.856944444)
Edmond Heuzé,19800035/887/3969,1883-09-26T00:00:00Z,Paris,Point(2.351388888 48.856944444),1967-03-04T00:00:00Z,Paris,Point(2.351388888 48.856944444)
Edmond Henry,LH/1285/91,1839-08-30T00:00:00Z,Caen,Point(-0.370555555 49.182222222),1905-11-15T00:00:00Z,Paris,Point(2.351388888 48.856944444)
Edmond Laroche-Joubert,19800035/172/22148,1879-01-09T00:00:00Z,Angoulême,Point(0.159444444 45.649444444),1958-10-14T00:00:00Z,Paris,Point(2.351388888 48.856944444)
Edmond Paulin,LH/2070/62,1848-09-10T00:00:00Z,Paris,Point(2.351388888 48.856944444),1915-11-27T00:00:00Z,Paris,Point(2.351388888 48.856944444)
Edmond Pilon,19800035/1244/43605,1874-11-19T00:00:00Z,Paris,Point(2.351388888 48.856944444),1945-01-20T00:00:00Z,Paris,Point(2.351388888 48.856944444)
Edmond Saglio,LH/2432/48,1828-06-09T00:00:00Z,Paris,Point(2.351388888 48.856944444),1911-12-07T00:00:00Z,Paris,Point(2.351388888 48.856944444)
Edmond Teisserenc de Bort,LH/2574/6,1850-07-12T00:00:00Z,Paris,Point(2.351388888 48.856944444),1912-04-23T00:00:00Z,Paris,Point(2.351388888 48.856944444)
Edmond Turquet,LH/2639/79,1836-05-31T00:00:00Z,Senlis,Point(2.586666666 49.207222222),1914-02-08T00:00:00Z,Paris,Point(2.351388888 48.856944444)
Edmond Yon,LH/2760/37,1841-03-31T00:00:00Z,Paris,Point(2.351388888 48.856944444),1897-03-25T00:00:00Z,Paris,Point(2.351388888 48.856944444)
Edmond de Carayon-Latour,LH/423/88,1811-07-15T00:00:00Z,Paris,Point(2.351388888 48.856944444),1887-05-03T00:00:00Z,Paris,Point(2.351388888 48.856944444)
Étienne Dinet,LH/778/42,1861-03-28T00:00:00Z,1er arrondissement de Paris,Point(2.342059 48.859947),1929-12-24T00:00:00Z,Paris,Point(2.351388888 48.856944444)
Jean Claude Nicolas Forestier,19800035/292/39246,1861-01-09T00:00:00Z,Aix-les-Bains,Point(5.915 45.688611111),1930-10-26T00:00:00Z,Paris,Point(2.351388888 48.856944444)
Eloi Béral,LH/183/43,1838-08-01T00:00:00Z,Cahors,Point(1.440555555 44.4475),1908-11-06T00:00:00Z,Paris,Point(2.351388888 48.856944444)
Emmanuel Brune,LH/381/49,1836-12-30T00:00:00Z,Paris,Point(2.351388888 48.856944444),1886-06-04T00:00:00Z,Paris,Point(2.351388888 48.856944444)
Emmanuel Fougerat,19800035/1479/71741,1869-12-25T00:00:00Z,Rennes,Point(-1.680833333 48.114166666),1958-09-03T00:00:00Z,Paris,Point(2.351388888 48.856944444)
Emmanuel Gonzalès,LH/1168/58,1815-10-25T00:00:00Z,Saintes,Point(-0.634444444 45.745277777),1887-10-17T00:00:00Z,Paris,Point(2.351388888 48.856944444)
Emmanuel Halgan,LH/1259/29,1771-12-31T00:00:00Z,Donges,Point(-2.076111111 47.323055555),1852-04-20T00:00:00Z,Paris,Point(2.351388888 48.856944444)
Emmanuel Henri Victurnien de Noailles,LH/1994/10,1830-09-15T00:00:00Z,Maintenon,Point(1.57712 48.5865),1909-02-16T00:00:00Z,Paris,Point(2.351388888 48.856944444)
Emmanuel Marie Pierre de Gramont,LH/401/94,1783-06-25T00:00:00Z,Paris,Point(2.351388888 48.856944444),1841-10-25T00:00:00Z,Paris,Point(2.351388888 48.856944444)
Emmanuel Rodocanachi,LH/2364/59,1859-09-05T00:00:00Z,Paris,Point(2.351388888 48.856944444),1934-01-08T00:00:00Z,Paris,Point(2.351388888 48.856944444)
Emmanuel de Mac Mahon,LH/1679/74,1859-11-26T00:00:00Z,Paris,Point(2.351388888 48.856944444),1930-06-06T00:00:00Z,Paris,Point(2.351388888 48.856944444)
Emmanuel de Serviez,LH/2509/60,1755-02-27T00:00:00Z,Saint-Gervais-sur-Mare,Point(3.04 43.651944444),1804-10-18T00:00:00Z,Paris,Point(2.351388888 48.856944444)
Élie Berthet,LH/210/19,1815-06-08T00:00:00Z,Limoges,Point(1.261666666 45.834444444),1891-02-03T00:00:00Z,Paris,Point(2.351388888 48.856944444)
Ernest-André-Marie-Constant Hébert,LH/1274/87,1810-04-21T00:00:00Z,Paris,Point(2.351388888 48.856944444),1898-07-22T00:00:00Z,Paris,Point(2.351388888 48.856944444)
Ernest André,LH/34/13,1803-10-28T00:00:00Z,Paris,Point(2.351388888 48.856944444),1864-02-16T00:00:00Z,Paris,Point(2.351388888 48.856944444)
Ernest Armand,LH/50/15,1829-03-06T00:00:00Z,Paris,Point(2.351388888 48.856944444),1898-11-28T00:00:00Z,Paris,Point(2.351388888 48.856944444)
Ernest Augustin Gendron,LH/1108/48,1817-03-17T00:00:00Z,Paris,Point(2.351388888 48.856944444),1881-07-11T00:00:00Z,Paris,Point(2.351388888 48.856944444)
Ernest Boulanger,LH/315/85,1831-10-12T00:00:00Z,Nantillois,Point(5.139166666 49.298888888),1907-10-19T00:00:00Z,Paris,Point(2.351388888 48.856944444)
Antoine-Adolphe Dupuch,LH/860/69,1800-05-20T00:00:00Z,Bordeaux,Point(-0.579444444 44.837777777),1856-07-11T00:00:00Z,Bordeaux,Point(-0.579444444 44.837777777)
Guillaume Boëry,LH/266/35,1748-12-30T00:00:00Z,Chénérailles,Point(2.175277777 46.111944444),1822-07-17T00:00:00Z,Châteauroux,Point(1.690277777 46.809722222)
Germaine Dermoz,19800035/681/78039,1888-07-30T00:00:00Z,1er arrondissement de Paris,Point(2.342059 48.859947),1966-11-06T00:00:00Z,15e arrondissement de Paris,Point(2.300291666 48.841327777)
Antoine Gouan,LH/1172/31,1733-11-15T00:00:00Z,Montpellier,Point(3.877230555 43.610919444),1821-09-01T00:00:00Z,Montpellier,Point(3.877230555 43.610919444)
Jean-Baptiste Charles Bélanger,LH/166/34,1790-04-04T00:00:00Z,Valenciennes,Point(3.525 50.359166666),1874-05-08T00:00:00Z,Neuilly-sur-Seine,Point(2.2675 48.887222222)
Charles Seignobos,LH/273/53,1854-09-10T00:00:00Z,Lamastre,Point(4.580833333 44.985555555),1942-04-24T00:00:00Z,Côtes-d'Armor,Point(-2.833333333 48.333333333)
Henry Toussaint,LH/2621/62,1847-04-30T00:00:00Z,Rouvres-la-Chétive,Point(5.779722222 48.308055555),1890-08-03T00:00:00Z,Toulouse,Point(1.443888888 43.604444444)
Gustave-Léonard Pompon-Levainville,LH/2195/24,1823-12-10T00:00:00Z,Paris,Point(2.351388888 48.856944444),1894-12-20T00:00:00Z,16e arrondissement de Paris,Point(2.276488888 48.863611111)
Gilbert Bandy de Nalèche,LH/101/81,1756-04-03T00:00:00Z,Felletin,Point(2.173055555 45.883611111),1820-04-20T00:00:00Z,Felletin,Point(2.173055555 45.883611111)
Guillaume Latrille de Lorencez,LH/1658/39,1772-04-21T00:00:00Z,Pau,Point(-0.37 43.300833333),1855-10-01T00:00:00Z,Bar-le-Duc,Point(5.167222222 48.771666666)
Francis Planté,LH/2177/28,1839-03-02T00:00:00Z,Orthez,Point(-0.770833333 43.488055555),1934-12-19T00:00:00Z,Landes,Point(-0.867777777 43.878055555)
Guillaume-Charles Rousseau,LH/2400/68,1772-11-27T00:00:00Z,Mareil-en-Champagne,Point(-0.168888888 47.984722222),1834-10-01T00:00:00Z,La Roche-sur-Yon,Point(-1.427777777 46.669722222)
Albert Geoffroy Saint-Hilaire,LH/1115/15,1835-12-02T00:00:00Z,Paris,Point(2.351388888 48.856944444),1919-01-30T00:00:00Z,Dijon,Point(5.041944444 47.323055555)
Guillaume Alexandre Thomas Pégot,LH/2080/29,1773-03-07T00:00:00Z,Saint-Gaudens,Point(0.723333333 43.108055555),1858-07-20T00:00:00Z,Saint-Gaudens,Point(0.723333333 43.108055555)
Albert Lebourg,LH/1519/35,1849-02-01T00:00:00Z,Montfort-sur-Risle,Point(0.664444444 49.295277777),1928-01-06T00:00:00Z,Rouen,Point(1.1025 49.443055555)
Jules Chéret,19800035/63/7760,1836-06-01T00:00:00Z,Paris,Point(2.351388888 48.856944444),1932-09-23T00:00:00Z,Nice,Point(7.268333333 43.701944444)
Jules Chéret,19800035/63/7760,1836-05-31T00:00:00Z,Paris,Point(2.351388888 48.856944444),1932-09-23T00:00:00Z,Nice,Point(7.268333333 43.701944444)
Paul Mariéton,19800035/390/52318,1862-10-14T00:00:00Z,Lyon,Point(4.841388888 45.758888888),1911-01-01T00:00:00Z,Nice,Point(7.268333333 43.701944444)
Georges Teissier,19800035/1124/28898,1900-02-19T00:00:00Z,Paris,Point(2.351388888 48.856944444),1972-01-07T00:00:00Z,Roscoff,Point(-3.985833333 48.726666666)
Georges de Genuyt,LH/1113/52,1757-03-01T00:00:00Z,Langres,Point(5.333055555 47.8625),1841-02-20T00:00:00Z,Langres,Point(5.333055555 47.8625)
Guillaume Ballu,19800035/938/9188,1885-05-27T00:00:00Z,Gournay-sur-Marne,Point(2.576388888 48.859722222),1968-05-11T00:00:00Z,Gournay-sur-Marne,Point(2.576388888 48.859722222)
Constant Roux,19800035/565/64316,1865-04-20T00:00:00Z,Marseille,Point(5.376388888 43.296666666),1942-11-17T00:00:00Z,Marseille,Point(5.376388888 43.296666666)
Antoine Drouot,LH/807/21,1774-01-11T00:00:00Z,Nancy,Point(6.183611111 48.692777777),1847-03-24T00:00:00Z,Nancy,Point(6.183611111 48.692777777)
Gervais,LH/178/69,1779-08-07T00:00:00Z,Ozouer-le-Voulgis,Point(2.775 48.661111111),1858-12-16T00:00:00Z,Tournan-en-Brie,Point(2.768055555 48.740555555)
Jacques-Pierre Orillard de Villemanzy,LH/2021/40,1751-01-05T00:00:00Z,Amboise,Point(0.9825 47.411388888),1830-09-03T00:00:00Z,Versailles,Point(2.134166666 48.804722222)
Jacques Begougne de Juniac,LH/164/16,1762-11-26T00:00:00Z,Limoges,Point(1.261666666 45.834444444),1841-04-05T00:00:00Z,Versailles,Point(2.134166666 48.804722222)
Guillaume Boivin de La Martinière,LH/274/27,1745-01-10T00:00:00Z,Vire,Point(-0.889166666 48.838611111),1820-07-07T00:00:00Z,Rully,Point(-0.714444444 48.824722222)
Antoine Taudou,LH/2641/25,1846-08-24T00:00:00Z,Perpignan,Point(2.894722222 42.6975),1925-07-06T00:00:00Z,Saint-Germain-en-Laye,Point(2.090555555 48.896388888)
Guillaume Manès,LH/1715/22,1798-03-12T00:00:00Z,Saujon,Point(-0.927777777 45.671388888),1881-05-16T00:00:00Z,Saujon,Point(-0.927777777 45.671388888)
Louis Decazes,LH/682/8,1819-05-29T00:00:00Z,Paris,Point(2.351388888 48.856944444),1886-09-16T00:00:00Z,Bourg,Point(-0.557222222 45.04)
"Louis, duc de Decazes",LH/682/8,1819-05-29T00:00:00Z,Paris,Point(2.351388888 48.856944444),1886-09-16T00:00:00Z,Bourg,Point(-0.557222222 45.04)
Raymond Grasset,19800035/918/7195,1892-01-10T00:00:00Z,Riom,Point(3.1125 45.893611111),1968-02-08T00:00:00Z,Clermont-Ferrand,Point(3.086944444 45.779722222)
Gustave André,19800035/614/69285,1908-11-21T00:00:00Z,Chabeuil,Point(5.02 44.899722222),1944-08-29T00:00:00Z,Limonest,Point(4.771944444 45.836944444)
François Gagnepain,19800035/70/8661,1866-09-23T00:00:00Z,Raveau,Point(3.076666666 47.186388888),1952-01-25T00:00:00Z,Cannes,Point(7.021388888 43.5525)
Gilbert Julian Vinot,LH/2727/31,1772-07-17T00:00:00Z,Soissons,Point(3.3225 49.381111111),1838-06-06T00:00:00Z,Lahontan,Point(-0.9675 43.530277777)
Guillaume Joseph Nicolas de Lafon-Blaniac,LH/1435/67,1773-07-25T00:00:00Z,Villeneuve-sur-Lot,Point(0.704166666 44.406944444),1833-09-28T00:00:00Z,Vico,Point(8.798888888 42.166388888)
Sextius Alexandre François de Miollis,LH/1886/3,1759-09-18T00:00:00Z,Aix-en-Provence,Point(5.445555555 43.527777777),1828-06-18T00:00:00Z,Aix-en-Provence,Point(5.445555555 43.527777777)
Gilbert Robin,19800035/866/1763,1893-10-06T00:00:00Z,Boulogne-Billancourt,Point(2.241388888 48.835277777),1967-11-05T00:00:00Z,7e arrondissement de Paris,Point(2.312777777 48.859166666)
Gustave Bloch,19800035/200/26191,1848-07-21T00:00:00Z,Fegersheim,Point(7.680277777 48.490555555),1923-12-03T00:00:00Z,Bourron-Marlotte,Point(2.707777777 48.341111111)
Joseph Lecacheux,19800035/88/11022,1880-03-15T00:00:00Z,Montebourg,Point(-1.379444444 49.487777777),1952-11-04T00:00:00Z,15e arrondissement de Paris,Point(2.300291666 48.841327777)
Pierre Marinovitch,LH/1743/25,1898-08-01T00:00:00Z,Paris,Point(2.351388888 48.856944444),1919-10-02T00:00:00Z,Evere,Point(4.403333333 50.871944444)
Jean Dollfus,LH/785/2,1800-09-25T00:00:00Z,Mulhouse,Point(7.339166666 47.748611111),1888-05-21T00:00:00Z,Mulhouse,Point(7.339166666 47.748611111)
Jean Dollfus,LH/785/2,1800-09-25T00:00:00Z,Mulhouse,Point(7.339166666 47.748611111),1888-05-21T00:00:00Z,Mulhouse,Point(7.339166666 47.748611111)
Simon Plissonnier,19800035/207/27122,1847-04-12T00:00:00Z,Loisy,Point(5.027777777 46.581666666),1931-10-05T00:00:00Z,Primarette,Point(5.030277777 45.401944444)
Édouard Aynard,LH/83/50,1837-01-01T00:00:00Z,Lyon,Point(4.841388888 45.758888888),1913-06-25T00:00:00Z,palais Bourbon,Point(2.318681 48.862072)
Gabriel Sulpicy,LH/2557/70,1765-04-27T00:00:00Z,Saint-Yrieix-la-Perche,Point(1.203333333 45.514444444),1841-11-06T00:00:00Z,Hautes-Pyrénées,Point(0.133333333 43.2)
Georges Sagnac,19800035/1288/48887,1869-10-14T00:00:00Z,Périgueux,Point(0.718055555 45.184166666),1928-02-26T00:00:00Z,Meudon,Point(2.240277777 48.8075)
Marcel-Maurice Carpentier,19800035/1449/67711,1895-03-02T00:00:00Z,Preuilly-sur-Claise,Point(0.928333333 46.854722222),1977-09-14T00:00:00Z,Mettray,Point(0.648333333 47.4525)
Eugène Piron,LH/2171/48,1875-04-30T00:00:00Z,Dijon,Point(5.041944444 47.323055555),1928-11-17T00:00:00Z,Salon-de-Provence,Point(5.097222222 43.640555555)
Réjane,LH/2289/26,1856-06-06T00:00:00Z,Paris,Point(2.351388888 48.856944444),1920-06-14T00:00:00Z,Asnières-sur-Seine,Point(2.285555555 48.911111111)
Réjane,LH/2289/26,1856-06-05T00:00:00Z,Paris,Point(2.351388888 48.856944444),1920-06-14T00:00:00Z,Asnières-sur-Seine,Point(2.285555555 48.911111111)
Pierre Boitard,LH/273/53,1789-04-27T00:00:00Z,Mâcon,Point(4.831944444 46.306666666),1859-08-25T00:00:00Z,Montrouge,Point(2.321111111 48.816388888)
Édouard Delamarre,LH/699/59,1797-02-16T00:00:00Z,La Mailleraye-sur-Seine,Point(0.771944444 49.482222222),1881-09-29T00:00:00Z,Saint-Arnoult,Point(0.667777777 49.528888888)
Silas Tourangin,LH/2617/63,1790-09-06T00:00:00Z,Issoudun,Point(1.993333333 46.948055555),1874-09-24T00:00:00Z,Nohant-en-Graçay,Point(1.893888888 47.136666666)
Gilbert de Pommereul,LH/2194/23,1774-05-14T00:00:00Z,Fougères,Point(-1.2 48.351666666),1860-08-29T00:00:00Z,Saint-Germain-en-Coglès,Point(-1.263333333 48.405833333)
Jean-Marie-Philippe Sauzey,LH/2470/61,1784-12-31T00:00:00Z,Lancié,Point(4.714166666 46.170833333),1868-09-25T00:00:00Z,Lyon,Point(4.841388888 45.758888888)
Jean Joseph Barthélémy,LH/127/44,1801-01-08T00:00:00Z,Wissembourg,Point(7.946111111 49.0375),1863-01-16T00:00:00Z,Lyon,Point(4.841388888 45.758888888)
Georges Gougenheim,19800035/1168/33369,1900-07-20T00:00:00Z,4e arrondissement de Paris,Point(2.355555555 48.855555555),1972-07-29T00:00:00Z,Les Sables-d'Olonne,Point(-1.784722222 46.496388888)
François Jean Werlé,LH/2754/14,1763-09-06T00:00:00Z,Soultz-Haut-Rhin,Point(7.229166666 47.885833333),1811-05-16T00:00:00Z,Espagne,Point(-3.5 40.2)
Sigismond du Pouget de Nadaillac,LH/1972/37,,,,1837-04-28T00:00:00Z,ancien 1er arrondissement de Paris,Point(2.320808 48.870128)
Joseph Chaleil,LH/469/81,1865-10-04T00:00:00Z,Montpellier,Point(3.877230555 43.610919444),1920-11-14T00:00:00Z,Versailles,Point(2.134166666 48.804722222)
Irénée Carré,LH/433/71,1829-09-27T00:00:00Z,Ardennes,Point(4.586666666 49.578611111),1909-07-03T00:00:00Z,Ardennes,Point(4.586666666 49.578611111)
Charles Jean-Baptiste Jacques Edouard Reynaud de Trets,LH/2311/71,1779-05-29T00:00:00Z,Marseille,Point(5.376388888 43.296666666),1863-06-09T00:00:00Z,Marseille,Point(5.376388888 43.296666666)
Barthélémy Thomas Strafforello,LH/2554/17,1764-04-12T00:00:00Z,Marseille,Point(5.376388888 43.296666666),1845-04-13T00:00:00Z,Marseille,Point(5.376388888 43.296666666)
Félix Bracquemond,LH/349/89,1833-05-22T00:00:00Z,Paris,Point(2.351388888 48.856944444),1914-10-27T00:00:00Z,Sèvres,Point(2.210833333 48.823055555)
Félix Bracquemond,LH/349/89,1833-05-22T00:00:00Z,Paris,Point(2.351388888 48.856944444),1914-10-29T00:00:00Z,Sèvres,Point(2.210833333 48.823055555)
François Alexandre de Metz,LH/1849/25,1780-05-21T00:00:00Z,Nancy,Point(6.183611111 48.692777777),1840-07-11T00:00:00Z,Nancy,Point(6.183611111 48.692777777)
Jules de Carpentin,LH/432/68,1783-08-22T00:00:00Z,Nogent-le-Rotrou,Point(0.821666666 48.321666666),1841-12-15T00:00:00Z,Abbeville,Point(1.835277777 50.105277777)
Désiré Véjux,LH/2684/17,1795-03-19T00:00:00Z,Besançon,Point(6.021388888 47.242222222),1857-01-09T00:00:00Z,Besançon,Point(6.021388888 47.242222222)
Jean-Antoine-Marie Idrac,LH/1332/45,1849-04-14T00:00:00Z,Toulouse,Point(1.443888888 43.604444444),1884-12-28T00:00:00Z,9e arrondissement de Paris,Point(2.336966666 48.878280555)
François Berge,LH/186/63,1779-03-11T00:00:00Z,Collioure,Point(3.080833333 42.525555555),1832-05-11T00:00:00Z,Paris,Point(2.351388888 48.856944444)
François Bignon,LH/237/57,1789-01-18T00:00:00Z,Orléans,Point(1.904166666 47.902222222),1863-07-25T00:00:00Z,Paris,Point(2.351388888 48.856944444)
François Boissy d'Anglas,LH/273/12,1846-02-19T00:00:00Z,Paris,Point(2.351388888 48.856944444),1921-01-21T00:00:00Z,Paris,Point(2.351388888 48.856944444)
François Bourdon,LH/325/25,1797-07-29T00:00:00Z,Mâcon,Point(4.831944444 46.306666666),1865-04-19T00:00:00Z,Paris,Point(2.351388888 48.856944444)
François Buloz,LH/391/28,1803-09-20T00:00:00Z,Vulbens,Point(5.930555555 46.101388888),1877-01-12T00:00:00Z,Paris,Point(2.351388888 48.856944444)
François Charles Jean Pierre Marie d'Avrange d'Haugéranville,LH/675/48,1782-10-06T00:00:00Z,Versailles,Point(2.134166666 48.804722222),1827-08-27T00:00:00Z,Paris,Point(2.351388888 48.856944444)
François Daugier,LH/74/92,1764-09-12T00:00:00Z,Courthézon,Point(4.884166666 44.0875),1834-04-12T00:00:00Z,Paris,Point(2.351388888 48.856944444)
François-Henri-Eugène d'Augier,LH/74/92,1764-09-12T00:00:00Z,Courthézon,Point(4.884166666 44.0875),1834-04-12T00:00:00Z,Paris,Point(2.351388888 48.856944444)
