leonoreid,images
19800035/452/60469,http://commons.wikimedia.org/wiki/Special:FilePath/BOYER%20Pierre%201865-1933.jpg
19800035/869/2100,http://commons.wikimedia.org/wiki/Special:FilePath/Monument%20Pierre%20Coulon%202014-07-16.JPG
19800035/971/12602,http://commons.wikimedia.org/wiki/Special:FilePath/Ren%C3%A9%20Barbier%20de%20la%20Serre.jpg
LH/1043/16,http://commons.wikimedia.org/wiki/Special:FilePath/Mr%20de%20Bagneux%2C%20d%C3%A9put%C3%A9%20de%20la%20Seine-Inf%C3%A9rieure.jpg
LH/1142/67,http://commons.wikimedia.org/wiki/Special:FilePath/Prosper%20Giquel%20-%20photo.jpg
LH/1154/65,http://commons.wikimedia.org/wiki/Special:FilePath/Nadar%20-%20Pierre-Paul-L%C3%A9on%20Glaize%2001.jpg
LH/1351/13,http://commons.wikimedia.org/wiki/Special:FilePath/Paul%20Victor%20Jamin%20%281807-1868%29.jpg
LH/1364/10,http://commons.wikimedia.org/wiki/Special:FilePath/Jeanron%2C%20Philippe%20Auguste%2C%20par%20Edouard%20Baldus%2C%20BNF%20Gallica.jpg
LH/137/76,http://commons.wikimedia.org/wiki/Special:FilePath/Amiral%20de%20Boissoudy.jpg
LH/1454/92,http://commons.wikimedia.org/wiki/Special:FilePath/P1230957%20Paris%20XVI%20%C3%89glise%20N.D.%20d%27Auteuil%20Statue%20de%20P.H.%20Lamazou.jpg
LH/1469/50,http://commons.wikimedia.org/wiki/Special:FilePath/Langlais%2C%20Pierre%20Charles.jpg
LH/1474/47,http://commons.wikimedia.org/wiki/Special:FilePath/G%C3%A9n%C3%A9ral%20Pierre%20Robert%20Lanusse.jpg
LH/1486/50,http://commons.wikimedia.org/wiki/Special:FilePath/Album%20des%20d%C3%A9put%C3%A9s%20au%20Corps%20l%C3%A9gislatif%20entre%201852-1857-Larrabure.jpg
LH/1493/18,http://commons.wikimedia.org/wiki/Special:FilePath/Portrait%20Pierre%20Fran%C3%A7ois%20Lataye.jpg
LH/150/18,http://commons.wikimedia.org/wiki/Special:FilePath/Strasbourg-B%C3%A2le%20P-D%20Bazaine.jpg
LH/1630/5,http://commons.wikimedia.org/wiki/Special:FilePath/Rapha%C3%ABl-Georges%20L%C3%A9vy%20%281853-1933%29.jpg
LH/1693/49,http://commons.wikimedia.org/wiki/Special:FilePath/Colonel%20Philippe%20de%20Maillardoz.jpg
LH/1747/43,http://commons.wikimedia.org/wiki/Special:FilePath/Marmottan%2C%20Pierre%20Joseph%20Henri.jpg
LH/1765/35,http://commons.wikimedia.org/wiki/Special:FilePath/Pierre-Dominique%20Martin.jpg
LH/1779/14,http://commons.wikimedia.org/wiki/Special:FilePath/Placide%20Massey.jpg
LH/1791/58,http://commons.wikimedia.org/wiki/Special:FilePath/Pierre%20Mathieu-Bodet.jpg
LH/1919/63,http://commons.wikimedia.org/wiki/Special:FilePath/Adrien%20de%20Montgolfier-Verpilleux%20-%201831.jpg
LH/2078/37,http://commons.wikimedia.org/wiki/Special:FilePath/Pierre%20Fr%C3%A9d%C3%A9ric%20P%C3%A9chin.jpg
LH/2086/68,http://commons.wikimedia.org/wiki/Special:FilePath/Philippe%20Pelletan.jpg
LH/2157/18,http://commons.wikimedia.org/wiki/Special:FilePath/Pierson%2CPierre%20Louis%20-%20Eug%C3%A8ne%20Chevandier%20de%20Valdrome.jpg
LH/242/99,http://commons.wikimedia.org/wiki/Special:FilePath/Pierre-Louis%20Binet%20de%20Marcognet.jpg
LH/2496/59,http://commons.wikimedia.org/wiki/Special:FilePath/Paul%20Selmersheim.png
LH/2563/73,http://commons.wikimedia.org/wiki/Special:FilePath/Martin%20%28d%E2%80%99apr%C3%A8s%20Winterhalter%29%20-%20Pierre-Marie%20Taillepied%2C%20comte%20de%20Bondy%2C%20pair%20de%20France%2C%20pr%C3%A9fet%20de%20la%20seine%2C%20intendant%20g%C3%A9n%C3%A9ral%20de%20la%20liste%20civile%20%281766-1847%29.jpg
LH/2698/83,http://commons.wikimedia.org/wiki/Special:FilePath/Colonel%20Vi%C3%A9not%20bis.png
LH/2767/15,http://commons.wikimedia.org/wiki/Special:FilePath/Prosper%20Marie%20Joseph%20Zangiacomi.jpg
LH/330/46,http://commons.wikimedia.org/wiki/Special:FilePath/Philippe%20La%20Beaume%20de%20Bourgoing.jpg
LH/360/74,http://commons.wikimedia.org/wiki/Special:FilePath/Breton%20de%20Champ%2C%20Paul%20%E2%80%93%20Trait%C3%A9%20du%20lever%20des%20plans%20et%20de%20l%27arpentage%2C%201865%20%E2%80%93%20BEIC%2012108130.jpg
LH/48/5,http://commons.wikimedia.org/wiki/Special:FilePath/Alcantara-Arenberg.jpg
LH/500/41,http://commons.wikimedia.org/wiki/Special:FilePath/Chasseloup-Laubat%2C%20Prosper%20-%201.jpg
LH/546/40,http://commons.wikimedia.org/wiki/Special:FilePath/Pierre%20CLAVEL.JPG
LH/904/48,http://commons.wikimedia.org/wiki/Special:FilePath/Jacques%20%C3%A9douard%20garreaux%2C%20jacques%20antoine%20manuel%2C%20philippe%20rene%20esgonnier%20e%20henri%20aime%20perreau%2C%201820.JPG
LH/933/30,http://commons.wikimedia.org/wiki/Special:FilePath/Pierre%20Joseph%20Farine%20du%20Creux.jpg
LH/991/36,http://commons.wikimedia.org/wiki/Special:FilePath/Pierre%20Foncin%20par%20Eug%C3%A8ne%20Pirou.jpg
LH/2268/68,http://commons.wikimedia.org/wiki/Special:FilePath/Jules%20de%20Rasse.png
19800035/119/15015,http://commons.wikimedia.org/wiki/Special:FilePath/Chopinet%2C%20Gustave.jpg
19800035/1232/42202,http://commons.wikimedia.org/wiki/Special:FilePath/Redon%2C%20Henri%20Jean%20CIPB1957.jpg
19800035/1234/42511,http://commons.wikimedia.org/wiki/Special:FilePath/Gabriel%20Trarieux.jpg
19800035/1357/57123,http://commons.wikimedia.org/wiki/Special:FilePath/Georges%20Scapini%201933.jpg
19800035/1370/58436,http://commons.wikimedia.org/wiki/Special:FilePath/Uberschlag2%20350.jpg
19800035/1432/65754,http://commons.wikimedia.org/wiki/Special:FilePath/Gustave%20Pierre%20-%20Autoportrait.jpg
19800035/193/25205,http://commons.wikimedia.org/wiki/Special:FilePath/Gabriel%20Pech%201920.jpg
19800035/245/32630,http://commons.wikimedia.org/wiki/Special:FilePath/Henri%20Lucien%20Doucet%20vers%201890.jpg
19800035/400/53609,http://commons.wikimedia.org/wiki/Special:FilePath/Le%20Prieur%201920.jpg
19800035/45/5607,http://commons.wikimedia.org/wiki/Special:FilePath/Guy%20de%20Salvaing%20de%20Boissieu.jpg
19800035/96/12085,http://commons.wikimedia.org/wiki/Special:FilePath/Hippolyte%20Alphonse%20P%C3%A9net.JPG
19800035/966/12071,http://commons.wikimedia.org/wiki/Special:FilePath/Henri%20B%C3%A9ghin.jpg
LH/1003/44,http://commons.wikimedia.org/wiki/Special:FilePath/Hippolyte%20Fortoul%2001.jpg
LH/1084/10,http://commons.wikimedia.org/wiki/Special:FilePath/Hippolyte%20Gassier.jpg
LH/1148/43,http://commons.wikimedia.org/wiki/Special:FilePath/Henri%20Giraud.jpg
LH/1157/77,http://commons.wikimedia.org/wiki/Special:FilePath/Gustave%20Gobron%20en%201908%20%28membre%20de%20la%20Commission%20sportive%20de%20l%27ACF%20en%201908%29.jpg
LH/1220/4,http://commons.wikimedia.org/wiki/Special:FilePath/Gabriel%20Gu%C3%A9rin.jpg
LH/1276/77,http://commons.wikimedia.org/wiki/Special:FilePath/Paulin-Gu%C3%A9rin%20-%20Gabriel-Marie-Th%C3%A9odore-Joseph%20H%C3%A9douville%2C%20capitaine%20au%206e%20de%20chasseurs%20%C3%A0%20cheval%20en%201792.jpg
LH/1312/60,http://commons.wikimedia.org/wiki/Special:FilePath/M.%20Georges%20Houssard%2C%20d%C3%A9put%C3%A9%20d%27Indre-et-Loire.jpg
LH/1357/29,http://commons.wikimedia.org/wiki/Special:FilePath/Gaspard-Andr%C3%A9%20Jauffret.jpg
LH/1408/10,http://commons.wikimedia.org/wiki/Special:FilePath/Ole%20herman%20johannes%20krag.jpg
LH/156/75,http://commons.wikimedia.org/wiki/Special:FilePath/Beaunis.jpg
LH/1621/55,http://commons.wikimedia.org/wiki/Special:FilePath/Henri%20de%20Breteuil%20%281846-1916%29.jpg
LH/1641/58,http://commons.wikimedia.org/wiki/Special:FilePath/Henri%20Lillaz.jpg
LH/1658/39,http://commons.wikimedia.org/wiki/Special:FilePath/Guillaume%20Latrille%20de%20Lorencez.jpg
LH/1671/78,http://commons.wikimedia.org/wiki/Special:FilePath/Hippolyte%20Lucas%202.jpg
LH/1911/39,http://commons.wikimedia.org/wiki/Special:FilePath/Gabriel%20Monod.jpg
LH/1980/22,http://commons.wikimedia.org/wiki/Special:FilePath/Fran%C3%A7ois%20de%20N%C3%A9grier.JPG
LH/2052/4,http://commons.wikimedia.org/wiki/Special:FilePath/Henri%20Parinaud.jpg
LH/2176/20,http://commons.wikimedia.org/wiki/Special:FilePath/Fran%C3%A7ois%20Gustave%20Planchon.jpg
LH/2184/53,http://commons.wikimedia.org/wiki/Special:FilePath/Henry%20Poidatz%20%281854-1905%29.jpg
LH/2288/22,http://commons.wikimedia.org/wiki/Special:FilePath/Album%20des%20d%C3%A9put%C3%A9s%20au%20Corps%20l%C3%A9gislatif%20entre%201852-1857-Reille.jpg
LH/2331/30,http://commons.wikimedia.org/wiki/Special:FilePath/Georges%20Henri%20Risler.jpg
LH/2370/5,http://commons.wikimedia.org/wiki/Special:FilePath/Hubert%20Rohault%20de%20Fleury%20%28general%29.png
LH/2576/45,http://commons.wikimedia.org/wiki/Special:FilePath/Guillaume%20Louis%20Ternaux%20par%20Lefebvre%20%26%20Renard.png | http://commons.wikimedia.org/wiki/Special:FilePath/William%20Ternaux.jpg
LH/262/11,http://commons.wikimedia.org/wiki/Special:FilePath/Abel%20Blouet.jpg
LH/2675/101,http://commons.wikimedia.org/wiki/Special:FilePath/Nieuport%201915-Georges%20Varney-02.jpg
LH/2693/76,http://commons.wikimedia.org/wiki/Special:FilePath/Charles-Fr%C3%A9d%C3%A9ric%20Victor%20Vernon.jpg
LH/270/9,http://commons.wikimedia.org/wiki/Special:FilePath/Henri%20du%20Boishamon.jpg
LH/2738/3,http://commons.wikimedia.org/wiki/Special:FilePath/Volland%2C%20Fran%C3%A7ois%20Adrien.jpg
LH/2783/189,http://commons.wikimedia.org/wiki/Special:FilePath/Girolamo%20Luigi%20Francesco%20Durazzo.jpg
LH/2787/36,http://commons.wikimedia.org/wiki/Special:FilePath/Dejabin%20Collection%20-%20Guillaume%20Beno%C3%AEt%20Houdet%20%281744-1812%29.jpg | http://commons.wikimedia.org/wiki/Special:FilePath/Portrait%20of%20Guillaume-Beno%C3%AEt%20Houdet.jpg
LH/328/47,http://commons.wikimedia.org/wiki/Special:FilePath/Fr%C3%A9d%C3%A9ric%20Bourgeois%20de%20Mercey.jpg
LH/39/80,http://commons.wikimedia.org/wiki/Special:FilePath/Gabriel%20Angoulvant.jpg
LH/391/56,http://commons.wikimedia.org/wiki/Special:FilePath/Philippe%20Bunau-Varilla.jpg
LH/486/2,http://commons.wikimedia.org/wiki/Special:FilePath/Gustave%20Chapuis.jpg
LH/486/61,http://commons.wikimedia.org/wiki/Special:FilePath/Chaput%2C%20Henri%20Victor%20A.%20%281857-1919%29%20CIPA0130.jpg
LH/49/20,http://commons.wikimedia.org/wiki/Special:FilePath/Bouchet%20-%20Portrait%20de%20Son%20Excellence%20le%20comte%20d%27Arjuzon%2C%20pair%20de%20France%2C%20Grand%20Chambellan%20de%20Hollande.jpg
LH/501/86,http://commons.wikimedia.org/wiki/Special:FilePath/Guillaume%20Chastenet%20%28Agence%20Rol%2C%201914%29%201.jpg
LH/691/35,http://commons.wikimedia.org/wiki/Special:FilePath/Paulin-Gu%C3%A9rin%20-%20Gabriel-Marie-Th%C3%A9odore-Joseph%20H%C3%A9douville%2C%20capitaine%20au%206e%20de%20chasseurs%20%C3%A0%20cheval%20en%201792.jpg
LH/710/31,http://commons.wikimedia.org/wiki/Special:FilePath/Delessert%2C%20Gabriel.jpg
LH/750/89,http://commons.wikimedia.org/wiki/Special:FilePath/Henri%20des%20Lyons%20de%20Feuchin%201929.jpg
LH/789/4,http://commons.wikimedia.org/wiki/Special:FilePath/BONNEFOY%281895%29%20p1.625%20DONIOL%20%28Jean-Henri-Antoine%29.jpg
LH/837/47,http://commons.wikimedia.org/wiki/Special:FilePath/Dugu%C3%A9%20de%20la%20Fauconnerie.jpg
LH/87/65,http://commons.wikimedia.org/wiki/Special:FilePath/F%C3%A9lix%20Baciocchi.jpg
LH/872/7,http://commons.wikimedia.org/wiki/Special:FilePath/Professeur%20Duret.jpg
LH/912/45,http://commons.wikimedia.org/wiki/Special:FilePath/Hyppolyte-Etienne%20Etiennez.jpg
LH/963/37,http://commons.wikimedia.org/wiki/Special:FilePath/Ferron%20de%20la%20Ferronnays%2C%20Henri%20Marie%20Auguste.jpg
LH/992/3,http://commons.wikimedia.org/wiki/Special:FilePath/Portrait%20d%27Henri%20Fonfr%C3%A8de%20%28Bordeaux%2C%201788-1841%29.jpg
19800035/192/25075,http://commons.wikimedia.org/wiki/Special:FilePath/Sainte-Anne%20Auguste%20Louzier%2C%20maire-adjoint%20du%20XVIIe%20arrondissement.jpg
LH/1455/10,http://commons.wikimedia.org/wiki/Special:FilePath/Lambelin%20Roger.jpg
LH/1853/19,http://commons.wikimedia.org/wiki/Special:FilePath/Stanislas-Meunier.jpg
LH/1868/75,http://commons.wikimedia.org/wiki/Special:FilePath/Michel%2C%20Sextius%20%28Panth%C3%A9on%20de%20l%27industrie%2C%201880-09-05%29.jpg
LH/653/30,http://commons.wikimedia.org/wiki/Special:FilePath/Dandolo%2C%20Vincenzo.jpg
LH/668/63,http://commons.wikimedia.org/wiki/Special:FilePath/Dauphinot%20par%20B%20Lemeunier.jpg
LH/482/65,http://commons.wikimedia.org/wiki/Special:FilePath/Chapel%206174915481%20fff4184fef%20o.jpg
19800035/1166/33087,http://commons.wikimedia.org/wiki/Special:FilePath/Nez%20de%20cuir.jpg
19800035/144/18351,http://commons.wikimedia.org/wiki/Special:FilePath/Jules%20Dujardin.jpg
19800035/1479/71715,http://commons.wikimedia.org/wiki/Special:FilePath/Flandreysy.JPG
19800035/194/25278,http://commons.wikimedia.org/wiki/Special:FilePath/Jean%20Taurines%201929.jpg
19800035/218/28621,http://commons.wikimedia.org/wiki/Special:FilePath/Jacques-Louis%20Dumesnil%201932.jpg
19800035/288/38713,http://commons.wikimedia.org/wiki/Special:FilePath/Jules%20Aubrun.jpg
19800035/387/51948,http://commons.wikimedia.org/wiki/Special:FilePath/Mus%C3%A9e%20des%20Beaux-Arts%20de%20Gaillac%20-%20Aux%20champs%20-%20Marbre%20-%20Jules%20Pendari%C3%A8s.jpg
19800035/55/6708,http://commons.wikimedia.org/wiki/Special:FilePath/BARDEY%20Jeanne.jpg
19800035/570/64835,http://commons.wikimedia.org/wiki/Special:FilePath/Jean%20Plichon%201913.jpg
19800035/667/76608,http://commons.wikimedia.org/wiki/Special:FilePath/Laumond%2C%20d%C3%A9put%C3%A9%20de%20Corr%C3%A8ze.jpg
19800035/699/79876,http://commons.wikimedia.org/wiki/Special:FilePath/Portrait%20de%20Jean%20Montariol%2C%20architecte%20de%20la%20Ville%20de%20Toulouse%20%287942247526%29.jpg
19800035/731/83049,http://commons.wikimedia.org/wiki/Special:FilePath/Joseph%20Hackin%2C%20by%20Alexander%20Yakovlev%2C%201932-101.jpg
19800035/772/87523,http://commons.wikimedia.org/wiki/Special:FilePath/Justin%20Godart.jpg
19800035/951/10524,http://commons.wikimedia.org/wiki/Special:FilePath/Joseph%20Peyr%C3%A9%201935.jpg
C/0/78,http://commons.wikimedia.org/wiki/Special:FilePath/Joseph%20Isidore%20Samson%20by%20L%C3%A9on%20No%C3%ABl%201833.jpg
LH/102/26,http://commons.wikimedia.org/wiki/Special:FilePath/JosephIIIdeBanyulsdeMontferre.jpg
LH/1084/61,http://commons.wikimedia.org/wiki/Special:FilePath/Joseph%2C%20Alexandre%20de%20Gast%C3%A9.jpg
LH/109/9,http://commons.wikimedia.org/wiki/Special:FilePath/Plaque%20Julien%20Barbier%20-%20%C3%89glise%20Notre-Dame-des-Otages.JPG
LH/1174/55,http://commons.wikimedia.org/wiki/Special:FilePath/Gal%20Baron%20Gougeon%201773%201836.JPG
LH/119/59,http://commons.wikimedia.org/wiki/Special:FilePath/Joseph%20Marie%20de%20Barral%20%281742-1828%29.jpg
LH/1291/30,http://commons.wikimedia.org/wiki/Special:FilePath/Nantes%20%2844%29%20Chapelle%20Notre-Dame-de-l%27Immacul%C3%A9e-Conception%2014.jpg
LH/1324/28,http://commons.wikimedia.org/wiki/Special:FilePath/Jacqueslouishulot.tiff
LH/1341/69,http://commons.wikimedia.org/wiki/Special:FilePath/Mgr%20Jacquemin%2C%20%C3%A9v%C3%AAque%20de%20Saint-Di%C3%A9.jpg
LH/1378/2,http://commons.wikimedia.org/wiki/Special:FilePath/Joseph%20Fran%C3%A7ois%20Joubert-Bonnaire%20%28175-1822%29.jpg
LH/1403/50,http://commons.wikimedia.org/wiki/Special:FilePath/Georges%20Charles%20Benjamin%20Klein%20de%20Kleinenberg.jpg
LH/1487/56,http://commons.wikimedia.org/wiki/Special:FilePath/Prise%20d%27armes%20aux%20Invalides%20-%20le%20g%C3%A9n%C3%A9ral%20Larroque%2C%20portrait%20%C3%A0%20trois%20m%C3%A8tres.jpg
LH/1499/39,http://commons.wikimedia.org/wiki/Special:FilePath/Bonaventure%20Laurens.jpg
LH/1507/83,http://commons.wikimedia.org/wiki/Special:FilePath/Jean%20Laville%201932.jpg
LH/1510/72,http://commons.wikimedia.org/wiki/Special:FilePath/Jean%20Marie%20Le%20Barbier%20de%20Tinan%201788.jpg
LH/1613/33,http://commons.wikimedia.org/wiki/Special:FilePath/Album%20des%20d%C3%A9put%C3%A9s%20au%20Corps%20l%C3%A9gislatif%20entre%201852-1857-Lescuyer%20d%27Attainville.jpg
LH/1786/32,http://commons.wikimedia.org/wiki/Special:FilePath/Jean%20Baptiste%20Masui%20%281798-1860%29.jpg
LH/1832/33,http://commons.wikimedia.org/wiki/Special:FilePath/MercierJacques.jpg
LH/1842/49,http://commons.wikimedia.org/wiki/Special:FilePath/Amiral%20du%20Vignaux%20%281865-1930%29.jpg
LH/1908/30,http://commons.wikimedia.org/wiki/Special:FilePath/Amiral%20Jules%20de%20Kerj%C3%A9gu.jpg
LH/191/22,http://commons.wikimedia.org/wiki/Special:FilePath/Professeur%20J.%20Bergoni%C3%A9%20CIPH0140.jpg
LH/1925/35,http://commons.wikimedia.org/wiki/Special:FilePath/Jean%20Pierre%20Morat%202.jpg
LH/1978/14,http://commons.wikimedia.org/wiki/Special:FilePath/%D0%96%D0%B0%D0%BD%20%D0%9D%D0%B0%D0%B2%D0%B0%D1%80%D1%80.jpg | http://commons.wikimedia.org/wiki/Special:FilePath/Navarrejeansigneepourloisea.jpg
LH/2006/42,http://commons.wikimedia.org/wiki/Special:FilePath/Jean-Baptiste%20Nouvion.jpg
LH/2071/1,http://commons.wikimedia.org/wiki/Special:FilePath/Abbaye-%C3%A9cole%20de%20Sor%C3%A8ze%20-%20Jules-Antoine%20Paulin.jpg
LH/208/58,http://commons.wikimedia.org/wiki/Special:FilePath/Jean%20Auguste%20Berthaut%203100.JPG
LH/2209/55,http://commons.wikimedia.org/wiki/Special:FilePath/Jean-Fran%C3%A7ois%20Albert%20du%20Pouget%20de%20Nadaillac.png
LH/2240/54,http://commons.wikimedia.org/wiki/Special:FilePath/Jacques%20Pierre%20Louis%20Marie%20Joseph%20Puthod.jpg
LH/2276/31,http://commons.wikimedia.org/wiki/Special:FilePath/Louis-Nicolas%20de%20Razout.jpg
LH/228/44,http://commons.wikimedia.org/wiki/Special:FilePath/G%C3%A9n%C3%A9ral%20Jean%20Ernest%20de%20Beurmann.jpg
LH/2367/2,http://commons.wikimedia.org/wiki/Special:FilePath/Jacques-Fran%C3%A7ois%20Roger.jpg
LH/2453/49,http://commons.wikimedia.org/wiki/Special:FilePath/Sandherr%2C%20Nicolas%20Jean%20Robert%20Conrad%20Auguste.jpg
LH/2459/45,http://commons.wikimedia.org/wiki/Special:FilePath/Alphonse%20Garreau.-%20L%E2%80%99Emancipation%20%C3%A0%20la%20R%C3%A9union%20le%2020%20octobre%201848.png
LH/2486/22,http://commons.wikimedia.org/wiki/Special:FilePath/Jean%20Paul%20Adam%20Schramm.JPG
LH/2516/3,http://commons.wikimedia.org/wiki/Special:FilePath/Jacques%20Siegfried.jpg
LH/2539/70,http://commons.wikimedia.org/wiki/Special:FilePath/J%C3%A9r%C3%B4me%20Soul%C3%A8s.jpg
LH/2606/66,http://commons.wikimedia.org/wiki/Special:FilePath/G%C3%A9n%C3%A9ral%20Delaitre%20de%20Tilly.jpg
LH/2681/91,http://commons.wikimedia.org/wiki/Special:FilePath/Self-portrait%20of%20Jean%20Veber.JPEG
LH/2729/4,http://commons.wikimedia.org/wiki/Special:FilePath/Julien%20Vinson%201000.jpg
LH/2757/46,http://commons.wikimedia.org/wiki/Special:FilePath/Delaval%20%28d%27apr%C3%A8s%29%20-%20Jean-Baptiste%20Philibert%20Willaumez%20%281763-1865%29%2C%20vice-amiral.jpg
LH/2784/111,http://commons.wikimedia.org/wiki/Special:FilePath/Joseph%20Fi%C3%A9v%C3%A9e.jpg
LH/392/95,http://commons.wikimedia.org/wiki/Special:FilePath/Jacques%20Gabriel%20Bulliot%20%281817-1902%29.jpg
LH/472/42,http://commons.wikimedia.org/wiki/Special:FilePath/Jacques-Antoine%20Chambarlhac%20de%20Laubespin.jpg
LH/484/28,http://commons.wikimedia.org/wiki/Special:FilePath/Jules-Chapon%202.png
LH/561/25,http://commons.wikimedia.org/wiki/Special:FilePath/Jean%20Coignet.jpg
LH/69/39,http://commons.wikimedia.org/wiki/Special:FilePath/Portrait%20de%20Jean-Francis%20Auburtin%2C%20ca.%201909.jpg
LH/693/51,http://commons.wikimedia.org/wiki/Special:FilePath/Jerome%20de%20laage.jpg
LH/696/8,http://commons.wikimedia.org/wiki/Special:FilePath/Delafosse%2C%20Jules%20Victor.jpg
LH/719/45,http://commons.wikimedia.org/wiki/Special:FilePath/Gustave%20D%C3%A9loye%201875%20Ignaz%20Eigner.png
LH/81/66,http://commons.wikimedia.org/wiki/Special:FilePath/Jean%20Fran%C3%A7ois%20d%27Avrange%20du%20Kermont.jpg
LH/852/41,http://commons.wikimedia.org/wiki/Special:FilePath/JBDupin.jpg
LH/896/45,http://commons.wikimedia.org/wiki/Special:FilePath/Jean-Louis%20Emmery%20%281742-1823%29.jpg
LH/901/17,http://commons.wikimedia.org/wiki/Special:FilePath/Constance%20Mayer-p048-Jean%20Augustin%20Ernouf.jpg
LH/968/54,http://commons.wikimedia.org/wiki/Special:FilePath/Persigny.jpg
19800035/0151/19283,http://commons.wikimedia.org/wiki/Special:FilePath/Elaine%20Greffulhe%20par%20Paul%20Nadar.jpg
19800035/451/60341,http://commons.wikimedia.org/wiki/Special:FilePath/Buste%20de%20Victor%20Charreton%20par%20le%20sculpteur%20Alix%20Marquet.jpg
19800035/49/5990,http://commons.wikimedia.org/wiki/Special:FilePath/Photographie%20de%20Tony%20Tollet%20vers%201900.jpg | http://commons.wikimedia.org/wiki/Special:FilePath/Tony%20Tollet%20Portrait.jpg
19800035/550/62840,http://commons.wikimedia.org/wiki/Special:FilePath/Zacharia%20le%20Rouzic.jpg
19800035/572/65024,http://commons.wikimedia.org/wiki/Special:FilePath/%C3%89douard%20Surcouf.jpg
19800035/811/92244,http://commons.wikimedia.org/wiki/Special:FilePath/Fabre%20ulysse1711r3.jpg
19800035/89/11094,http://commons.wikimedia.org/wiki/Special:FilePath/Le%20Crapouillot%20-%20Les%20200%20familles.jpg
LH/2730/14,http://commons.wikimedia.org/wiki/Special:FilePath/Robert%20de%20Vog%C3%BC%C3%A9%20%281870-1936%29.jpg
LH/1015/61,http://commons.wikimedia.org/wiki/Special:FilePath/%C3%89douard%20Fournier.jpg
LH/108/49,http://commons.wikimedia.org/wiki/Special:FilePath/Am%C3%A9d%C3%A9e%20Victor%20Louis%20Barbier%20du%20Bocage.jpg
LH/1331/84,http://commons.wikimedia.org/wiki/Special:FilePath/Baret%20un%20mauvaiS%20Cas%201005522%20%28hypsa%29.jpg
LH/1409/67,http://commons.wikimedia.org/wiki/Special:FilePath/Edouard%20Krug.png
LH/1575/15,http://commons.wikimedia.org/wiki/Special:FilePath/Album%20des%20d%C3%A9put%C3%A9s%20au%20Corps%20l%C3%A9gislatif%20entre%201852-1857-Lemaire%20Oise.jpg
LH/1767/4,http://commons.wikimedia.org/wiki/Special:FilePath/Victor%20Martin%20Le%20Roy%20%281842-1918%29.jpg
LH/2015/79,http://commons.wikimedia.org/wiki/Special:FilePath/Theodore%20Olivier.jpg
LH/2094/3,http://commons.wikimedia.org/wiki/Special:FilePath/Victor%20peralda.jpg
LH/2290/56,http://commons.wikimedia.org/wiki/Special:FilePath/G%C3%A9n%C3%A9ral%20Victor%20Urbain%20REMOND%20vers%2050%20ans.jpg
LH/2366/57,http://commons.wikimedia.org/wiki/Special:FilePath/Edouard%20Roger%20du%20Nord.jpg
LH/2617/62,http://commons.wikimedia.org/wiki/Special:FilePath/Prefet-Tourangin.jpg
LH/2763/61,http://commons.wikimedia.org/wiki/Special:FilePath/William%20Wyld%20%281806-1886%29%20par%20E.%20Carjat%20vers%201865.jpg
LH/395/19,http://commons.wikimedia.org/wiki/Special:FilePath/Burgues-Missiessy.jpg
LH/938/22,http://commons.wikimedia.org/wiki/Special:FilePath/Victor%20Faugier.png
LH/2337/64,http://commons.wikimedia.org/wiki/Special:FilePath/Charles%20Eug%C3%A8ne%20Risler%20%281828-1905%29.jpg
19800035/1023/18102,http://commons.wikimedia.org/wiki/Special:FilePath/Vallery-Radot.jpg
19800035/1152/31777,http://commons.wikimedia.org/wiki/Special:FilePath/Louis%20Latapie%201932.jpg
19800035/122/15386,http://commons.wikimedia.org/wiki/Special:FilePath/Louis%20Rollin%201931.jpg
19800035/141/17838,http://commons.wikimedia.org/wiki/Special:FilePath/Louis%20Faury.jpg
19800035/194/25373,http://commons.wikimedia.org/wiki/Special:FilePath/Lucien%201874.jpg
19800035/559/63764,http://commons.wikimedia.org/wiki/Special:FilePath/Lucien%20M%C3%A9tivet%20-%20photo%20Henri%20Manuel.jpg | http://commons.wikimedia.org/wiki/Special:FilePath/Photographic%20portrait%20of%20Belle%20Epoque%20artist%20Lucien%20M%C3%A9tivet.jpg
19800035/751/85136,http://commons.wikimedia.org/wiki/Special:FilePath/Tissier%20louis1710r3.jpg
LH/1101/65,http://commons.wikimedia.org/wiki/Special:FilePath/Louis%20Gay.jpg
LH/1267/73,http://commons.wikimedia.org/wiki/Special:FilePath/Louis%20Harel%20de%20la%20No%C3%AB%20%C3%A2g%C3%A9%20photographie.jpg
LH/1273/52,http://commons.wikimedia.org/wiki/Special:FilePath/Louis%20Havet.jpg
LH/1327/81,http://commons.wikimedia.org/wiki/Special:FilePath/Louis%20Marie%20Charles%20Hurault%20de%20Sorb%C3%A9e%20%281786-1850%29.jpg
LH/1445/16,http://commons.wikimedia.org/wiki/Special:FilePath/Louis-Joseph%20Lahure%2C%20Lieut.%20G%C3%A9n%C3%A9ral%2C%20Baron%20de%20l%27Empire.jpg
LH/1459/66,http://commons.wikimedia.org/wiki/Special:FilePath/Pallez%2C%20Lucien%20%28phot.%20Jacotin%29.jpg
LH/1469/64,http://commons.wikimedia.org/wiki/Special:FilePath/Langl%C3%A8s%2C%20Louis-Mathieu.jpg
