pays,ville,coordonnesgroup
Algérie,Maâtkas,Point(3.987780555 36.612083333)
Algérie,Tazrouk,Point(6.265555555 23.420277777)
Algérie,Nedroma,Point(-1.747534 35.013057)
Algérie,Mesra,Point(0.1697848 35.8373413)
Algérie,Tolga,Point(5.380555555 34.728888888)
Algérie,In Guezzam,Point(5.772222222 19.568611111)
Algérie,MSirda Fouaga,Point(-2.065 35.01972222)
Algérie,Ras El Ma,Point(-0.819511 34.4974)
Algérie,Marsa Ben M'Hidi,Point(-2.20449 35.0834)
Algérie,Sidi Ali,Point(0.42333333 36.10472222)
Algérie,Djelfa,Point(3.25 34.666666666)
Algérie,El Ach,Point(4.68333333 35.95)
Algérie,In Ghar,Point(1.910277777 27.103055555)
Algérie,Rahmania,Point(2.90638889 36.68083333) | Point(2.9064308 36.6807626)
Algérie,Ras El Oued,Point(5.035833333 35.949722222)
Algérie,Tiout,Point(-0.416666666 32.766666666)
Algérie,Sidi Mezghiche,Point(6.71666667 36.68333333)
Algérie,Tamalous,Point(6.641667 36.836111)
Algérie,Teleghma,Point(6.364167 36.115278)
Algérie,Souarekh,Point(8.5642 36.88199)
Algérie,Ifigha,Point(4.41666667 36.66666667)
Algérie,Abdelkader Azil,Point(5.126944444 35.430555555)
Algérie,Tafraout,Point(3.35195 35.9715)
Algérie,Bir Ghbalou,Point(3.5866 36.2631)
Algérie,Hamala,Point(6.3399696 36.5716306)
Algérie,Aïn Zana,Point(8.19111111 36.40055556)
Algérie,Idles,Point(5.936388888 23.820277777)
Algérie,Sidi Aïch,Point(4.688333333 36.613055555)
Algérie,Ouled Yaïch,Point(2.861111111 36.496111111)
Algérie,Aïn Nouïssy,Point(0.05 35.8)
Algérie,Medjedel,Point(3.6823082 35.1458804)
Algérie,Douis,Point(2.7021646 34.3665712)
Algérie,Azzaba,Point(7.1 36.733333)
Algérie,Sali,Point(-0.033333333 26.983333333)
Algérie,Aït Laziz,Point(3.90861111 36.44472222)
Algérie,Collo,Point(6.5609 37.0065)
Algérie,Tidjelabine,Point(3.497222 36.727778)
Algérie,Hamri,Point(0.69 36.019166666)
